Nama,Tanggal,Rating,comment
Sisca Harianja,22 Juli 2021,4,"tiktok ini bagus kok, terus bikin orng ketawa, tapi kurangin ya film yang aneh2, takut kalo bocil tonton yang aneh2 di tiktok mata mereka rusak, masa depan juga rusak juga nanti, dikurangin ya film yang aneh2 di tiktok, btw aku kasih bintang 4 ya. Makasih"
Dewi Lestari,3 Agustus 2021,4,kok sekarang gak bisa dapat koin yang tonton video ya???? jawab dong kenapa ya?
Nanda Tri,27 Juli 2021,4,Sangat puas sama aplikasi semoga berkembang dengan baik dan semoga akun saya bisa fyp terus amin..
Kode senekvideo ❹⓿❸❷❽❽⓿❻❺,14 Juni 2021,4,Emang benar aplikasi bagus buat video juga keren keren ditonton ...
Indah Cicik,25 Juli 2021,4,"Assalamualaikum. aplikasi tiktok sih bener"" bisa dapat duit. tapi kok lama"" main tiktok koin saya GaK bertambah dan juga GaK ada misi buat nambah koin. setiap hari saya cek tetap GaK dapat misi. tolong kasih bantuan buat masalah saya. kalo sudah ada misi lagi nanti saya tambah bintang. sekian terimakasih..."
GBDPPMNGMPYTG Kode tiktok,23 Juni 2021,4,Memang sangat bagus aplikasi buat menghibur disaat tonton video ...
Hania putri adilla,7 Agustus 2021,4,Pas diperbaharui tiktok saya jadi lemot. Kamera juga jadi kurang bagus. Ga seperti biasa
Nur Syahriza Wani,22 Juni 2021,4,"Bagus,saya seorang konten kreator tiktok ngedit"" lirik musik, kalo mau up suka macet"" kenapa ya,terus video saya sering ketahan tiktok viewers sedikit banget kadang nol, padahal followers sudah 1k lebih, terus belom bisa live, kata kalo sudah 1k sudah bisa live, tapi saya belum"
Jaka aprianto,7 Agustus 2021,4,"Misi nonton video engga ada, hasil nihil perbaikan di percepat, kalau sudah bener kasih bintang 5"
Reyhan M,15 Juni 2021,4,Bagus juga aplikasi bisa dapat bonus berupa uang mantap ...
Kode undangan GBDPPMNGMPYTG,23 Juni 2021,4,Bagus banget aplikasi jadi ingin terus tonton video biar bonus makin tambah ...
مُحَمَّد جُوَندِ جُوَندِ,6 Agustus 2021,4,Izin mempaikan tolong dong kok akun tiktok saya berbeda dengan yang lain.. tidak muncul event sperti temen² saya yang pu akun tiktok yang sudah lama daftar. Mohon di perbaiki min.🙏😔😔
Roxie Ross,10 Juli 2021,4,Menit kok gak jalan ya ? Padahal sudah di mainin ...kok lama lagi error' kah?
Dini Siti Nurwulan,31 Juli 2021,4,"Bagaimana cara menghapus akun tiktok saya yang lama? Karena saya lupa dengan password dan nama email, dikarenakan akun tiktok saya berada di hp saya yang sudah rusak. Jika sudah ada solusi, maka saya akan memberikan bintang 5"
jejeyyy,18 Juli 2021,4,"aplikasi bagus kok, tapi kenapa ya habis aku update versi 20.4.4 kok gak bisa salin komentar?"
Kode snakvideo ❹⓿❸❷❽❽⓿❻❺,16 Juni 2021,4,Bagus aplikasi dan dapat bonus uang lagi jadi serba terhibur ...
Kode undangan ❹⓿❸❷❽❽⓿❻❺,26 Juni 2021,4,Bagus sekali aplikasi tiktok bisa menghibur disaat tonton video jadi gak jenuh bisa tertawa ...
Andi Khumairah,10 Juli 2021,4,Saya sudah memasukan nomor saya tetapi kenapa pas tahun lahir ngga bisa ini yang mau memakai kakak saya kenapa tidak bisa untuk umur 20
Shaleha S,9 Juli 2021,4,"Aplikasi  bagus kok ,,,,,,,,,,,,,,,,,,,,,,..........??????&7???-&_&?-&'??'-''#""-_-?????¿???¿??¿¿?¿? kenapa lihat kebawah sudah aku bilang bagus"
Mikha Nasution,7 Agustus 2021,4,Hai tiktok - boleh ramein video di akun jjovanka051 gak - kalo boleh ramein ya
Z E N I N,1 Agustus 2021,4,"Akhir akhir ini kenapa yaa aku post video gak pernah fyp padahal video kemarin fyp terus, dan aku sudah ngedit Berjam jam malah kaga fyp. TERIMAKASIH"
Bei Bou,28 Juli 2021,4,Koin saya kenapa gak berubah ya.. Padahal orang yang saya undang sudah ceckin sampe hari ke 7..
Rere Dolphino,10 Juli 2021,4,"Aplikasi memang bagus, tapi kenapa disaat mau melaporkan konten yang mengarah ke kekerasan, ujaran kebencian, dll kok selalu tidak bisa ya? Dengan alasan video yang dibuat tidak mengandung unsur tersebut, padahal jelas-jelas mengandung unsur itu."
Tiara Yanuar,30 Juli 2021,4,Good aplikasi to every all people.tapi kenapa sekarang gak bisa nonton klip video kalo mau nambah poin.
Nony 69,18 Juli 2021,4,Aku baru belajar main tiktok tolong bantu ya di pandemi sekarang ini biar bisa bertahan cari tambahan follow ya sobat bantu
Frans dhocill,17 Juli 2021,4,Bagus sih bagus tapi tolong kok gua gak kenapa² kena pelanggaran? kalo boleh diperbaiki ya
A Mutta,7 Juli 2021,4,Cakep banget aplikasi bisa menghibur maju terus tiktok dengan semua video Dapat uang lagi selain menghibur.
FF L4Y,11 Juli 2021,4,Saya suka ha saja event saldo terlalu kecil bagi pengguna yang sudah menjadi kreator. Good luck
Raditya Haidar Maheswara,15 Juli 2021,4,"Aplikasi sudah bagus, tapi kenapa aku kasih bintang 4? Karena masih ada konten-konten yang menyesatkan, ketelanjangan dan pornografi, sudah aku report tapi masih saja muncul"
Angelica M.K,8 Juni 2021,4,"Bagus, tapi kok hari ini dan semalam saya tidak bisa lihat tiktok? Kata koneksi tidak lancar, padahal lihat instagram, youtube bisa. Laporan masalah kirim masukan pun gak bisa karena kata gak ada koneksi gimana sih? Padahal koneksi internet saya full, dan tidak macet. Ini terjadi di saya aja teman² gak, tolong..."
Kode senekvideo ❹⓿❸❷❽❽⓿❻❺,2 Juni 2021,4,Buat aku sih aplikasi sangat lah bagus dan konten video juga bikin terhibur jadi bikin ketawa ...
Kode undangan GBDPPMNGMPYTG,27 Juni 2021,4,Sangat bagus banget aplikasi jadi terhibur di tiktok buat hari hari yang penuh kejenuhan sambil ngopi ama ngerokok ...
Iwan Saputra,31 Juli 2021,4,aplikasi ini bagus banget Tapi... Kenapa akun ku kena blok tanpa alasan ya?
Siti Nuryanti,29 Juli 2021,4,"Please tiktok buat fitur scroll otomatis dong, kalo lagi makan sambil lihat tiktok jadi tidak perlu ribet"
carissa zeny,25 Juli 2021,4,"Sangat membantu saat boring. Tapi videoku gapernah Fyp. Sekian, gitu aja."
Serena Edwards,4 Juli 2021,4,Gunakan kode ini 🅖̤̤̤̤̤͟͟🅑̤̤̤̤̤͟͟🅔̤̤̤̤̤͟͟🅛̤̤̤̤̤͟͟🅩̤̤̤̤̤͟͟🅟̤̤̤̤̤͟͟🅑̤̤̤̤̤͟͟🅣̤̤̤̤̤͟͟🅡̤̤̤̤̤͟͟🅟̤̤̤̤̤͟͟🅨̤̤̤̤̤͟͟🅦̤̤̤̤̤͟͟🅖̤̤̤̤̤͟͟ pasti mendapatkan koin tambahan terbak Tiktok emang TERKEREN ...
Kode undangan GBDPPMNGMPYTG,30 Mei 2021,4,Kenapa gak dari dulu gue ya gak dowload aplikasi terta bagus jadi ketawa sendiri ckckckckckckckckckckckckck...
Satria Amanda,19 Juli 2021,4,Hai sobat kenapa akhir² tidak menyenangkan sedikit kecewa. Tugas tiktok sudah saya selesaikan tapi koin gak nambah Terus koin yang berjalan berputar koi cuma sedikit dibawah 20koin Bisa dikasih penjelasan tentang aplikasi tikitok ini wahai admin????
Adam Adam,27 Juli 2021,4,Aplikasi aku belum cukup tau jadi aku kasih bintang 4 dulu kalau sudah bagus aku tambahkan 5 bintang
aditama. cm,30 Juni 2021,4,Bagus sih bisa dapatin duit REAL... Tapi sayang tugas untuk menambah poin ha menonton selama 30 menit  Rp.7000  aja setiap hari. Kalo bisa ditambahkan lagi tugas perhari untuk menambah poin...
trianto cahhackker,19 Mei 2021,1,Aplikasi jelek banget ...
Ana Zulaikah,1 Juli 2021,4,"Assalamualaikum. Mohon maaf tiktok yang buat ini aplikasi, kenapa ya saat mau buka komentar malah jadi ada kata kata gini.. jadilah orang yang pertama berkomentar. Padahal ada Lo yang komen tolong diperbaiki yah aplikasi bagus"
Gristy Kordak,14 Juli 2021,4,Tiktok tolong cek kenapa fyp saya orang USA semua gak ada indonesia.. kan jadi gak asik.. terus saya cek komen bak yang pu pengeluhan yang sama
BELOVERS CHENEL,24 Juli 2021,4,Mohon bantuan tiktok untuk memperbarui tiktok saya karena pas saya ingin menonton tiktok tiba tiba macet dan keluar mohon bantuan tiktok
yogi mulyadi,19 Juli 2021,4,Game ini bagus Apa lihat2 cantik bilang
Luthfi ana,26 Juni 2021,4,Wow bagus banget aplikasi
Nabila maulidyah,8 Agustus 2021,4,Aku kurangi bintang satu karena waktu aku buka tiktok selalu keluar sendiri tolong diperbaiki🙏
Ambar 0472,22 Juli 2021,4,"Aplikasi bagus,tapi kok koin gak bisa muter ya...... nanti kalau dah bisa muter Ku kasih 5*"
DEDY SITOMPUL OFFICIAL,20 Juli 2021,4,"Tiktok aku kenapa ya bonus gak jalan ,padahal sudah saya klik tanda bonus tapi gak berputar"
Putra Sulung,24 Juli 2021,4,"Kenapa ya kak developer koin ku kok gak jalan,dan dikolom pilihan tidak ada pilihan menonton"
Ratna Wijaya,23 Juli 2021,4,"Sebenar bagus, tapi pas klik bonus 2× gak ada tulisan misi, biasa ada ini engga 😢😢😭😭"
angga gaming,2 Agustus 2021,4,Maaf aku cuma kasi 4 bintang soal aku sudah bak followers sama suka masa gak dikasih saldo apa²
Albyanca Kusuma,11 Juli 2021,4,Kasih 4 dulu ya kalo sudah bisa dapat poin saya kasih bintang 5 karena sekarang menonton video tidak mendapatkan poin.. 3 hp 3 akun semua sama jadi ga dapat poin.. Misi menonton video tidak ada.. Apakah nonton video sekarang sudah tidak dapat poin lagi? Event masih berjalankah ? Entahlah
Kode undang GBDPPMNGMPYTG,13 Juni 2021,4,Cakep banget aplikasi bikin jadi tonton terus video bikin tersenyum terus ...
Origi Divock,15 Juli 2021,4,Aplikasi yang bermanfaat banget buat pengetahuan tapi tergantung yang menggunakan saja sih mantap sih pokok👍👍👍
ian sofyan,18 Juli 2021,4,Saya kasih bintang 4..cuma saya mau berta Saya kan tarik /Tukar uang kok uang tersebut sudah lebih dari 3 hari belom masuk2 Rek saya..kok bisa dan laporan pun cuma dana sudah masuk ke rekening anda.. cuma tulisan doang dan saya cek gak ada yang masuk ke rekening saya sampai sekarang
aidil hanafi,10 Juli 2021,4,Gemes ini sangat bagus Tapi bagus
Sam Sudin,15 Juli 2021,4,"Pertama saya dapat saldo mpe 65000 mau diambil gak bisa sekarang malah hilang saldo, mohon bantuan. Terimakasih"
jasmine wk,29 Juli 2021,4,"untuk developer, tolong banget DM dikasih fitur reply biar gak bingung pas chatting, pasti yang lain juga ikut bingung, apa lagi yang ngetik pada cepet2"
M. Aksya Raihan,25 Juli 2021,4,"akun saya diblokir tiba tiba, padahal saya tidak melakukan apapun yang melanggar panduan komunitas tiktok, mohon bantuan agar akun saya tidak di blokir🙏🏻"
Anditanaysyella Fitriacahayu,19 Juli 2021,4,Saya suka dengan aplikasi tiktok ini saya senang sekali mengunakan aplikasi tiktok😊
Saiful Azhari,18 Juli 2021,4,Ayo gas kan coba aplikasi ini tiktok nama aplikasi keren Angel mantap jangan lupa like and comment
Andini Agustina,6 Agustus 2021,4,Maaf ko tiktok ngeleg ya tolong diperbaiki aku merasa gak man banget karna ini tolong ya
waldanrifki1919,2 Juli 2021,4,"Alhamdulillah Tiktok ini sangat membantu dan nambah2 penghasilan, tapi saya mohon admin kalau bisa bonus nonton gak usah dibeda-bedakan dengan mengikuti merk hp,, misi nonton saya cuma 7000 poin/hari selama 30 menitip vivo. Sedangkan teman saya merk hp xiomi penghasilan misi 13.000 poin/hari.."
channel idaman,23 Juli 2021,4,Sangat bagus apa masih lihat kan aku bilang bagus bagus
Dendi Tarma,14 Juli 2021,4,"Kalau mau kasih duit jangan nanggung"" dong. itu koin lama lama makin berkurang,"
Hi Dayat,20 Juli 2021,4,Seru dan bisa ngasilin uang Tapi masih kadang ada bug yang bikin chalenge gak bisa ikutan
Ina Aulins,1 Juni 2021,1,aplikasi jelek👺👺👺👺👺👺...
Sabrina Hanna,11 Juli 2021,4,"Maaf ya aku kasih bintang 4 karena kata koneksi jaringan tidak stabil tapi di youtube kok baik² aja, ingin nonton tiktok dan baca komentar tapi gimana cara coba orang jaringan masih baik dan lancar, tolong diperbaiki lagi ya👌😁 tidak bermaksud menyinggung."
Yahya Teguh,31 Juli 2021,4,"4 dulu karena point gak bisa nambah, padahal tiap hari sudah follow 1 jam lebih.."
glorya the channel,16 Juli 2021,4,AKU suka tapi aneh 😔 kok kalian bisa dapat duit dan juga tiktok nguras baterai 😭😭😭💔 itu doang punten
rafi nursyahid,21 Juli 2021,4,Fitur tiktok bagus saya bisa ngedit semua video saya dan bisa lihat video orang yang menarik
XD3RE,16 Juli 2021,4,Silahkan memasukan code undangan ini GBGP9SL7S7YZG agar kalian mendapatkan point Rp penukaran uang
Nabil Safwan,23 Juli 2021,4,bagus sekali
Jasmine,21 Juli 2021,4,"bagus sih, tapi kok kadang² komenku sering gak ke posting? Tolong diperbaiki 🙏🏻"
Muhammad Fadli,7 Agustus 2021,4,Kenapa selalu lag tiktok sekarang? Padahal jaringan saya bagus
Sastra Wiguna,7 Agustus 2021,4,halo developer boleh masukin dan ramein akun . cuthieebloom gal?? makasih
Agustina Mantolas,31 Juli 2021,4,Saya sangat suka aplikasi ini Karana sangat menghibur dan bisa ngilangin rasa sedih Lo🥰🥰
amaliya Nur Hanani,26 Juni 2021,4,"Aku mau kasih masukan buat update aplikasi. Fitur simpan/keep ditiktok dibuat kaya di instagram, jadi bisa bikin kategori2 penyimpanan. Karna gak semua video bisa di download, bisa di keep doang pake fitur simpan aplikasi. Biar lebih gampang buat klasifikasi konten yang disimpan aja gitu"
Daniel Kristian,11 Juli 2021,4,Gue kasih bintang 4 karena tiktok keseringan update. Mohon jangan keseringan update
barca national,4 Agustus 2021,4,"Kenapa akun saya gagal penarikan dan event beda, nggak kaya biasa, aneh banget"
Dimas Jr,22 Juli 2021,4,"Assalamualaikum saya minta saran tolong dong dijadikan kayak dulu lagi yang bisa dapat uang dari aplikasi ini, tolonglah admin saya dari kaum rebahan di rumah tolong dibantu admin"
Max Pro,12 Juli 2021,4,Mohon konten politik rasis provokator blokir lah min.. sekarang kadang ajang adu domba di tiktok dengan konten2 gak jelas. mana tiktok yang dulu ajang buat hiburan lucu2 an. sekarang jadi ajang politik provokator gak jelas.. ayolah min benahinn
Azmi Noval,25 Juli 2021,1,Kenapa ya padahal aku sudah pilih genre buat tiktok aku. Tapi kok isi lgbt sama kegoblokan orang contoh gay ragil bugil sama drama gak jelas uya kuya Kalo masak-masak kayak dims the meat guy ok itu berguna atau gak Medy Renaldy Gerald Vincent itu mengedukasi tapi kok yang sering fyp kegoblokan ...
Adinda Nauraputri,27 Juli 2021,4,"Gak ada misi menonton video . Percuma download gak dapat uang juga puter"" video juga"
Nurcahyo Budi nugroho,19 Juli 2021,4,Kak kenapa sekarang Puku enggak bisa buat cari uang lagi maaf ya ini cuma saya kasih bintang 4
Alexa putri Undriani Caca,27 Juli 2021,4,Bagus banget bisa jadi tempat refresing mata 🥰
Abizar Raya,30 Juli 2021,4,"Sangat ampuh untuk mengusir rasa bosan selama ppkm, tapi ada ikon duit lu jing"
Hasan Rosadi,15 Juli 2021,4,Saya senang dengan aplikasi ini. Tapi kenapa tida bisa masukan kode undangan.
Yennii Karthyka,17 Juni 2021,4,Jelek banget eh enggak kok Malah bagus banget
Haeria Anniza,10 Juni 2021,4,"✍️ G A G 6 E T L U 9 X Y T X # klaim hadiahmu dengan menggunakan kode diatas,.<..."
Olivia Christian,25 Juli 2021,4,"Kak kalo mau ganti nomor rekening dana apa bisa ya, tapi gak ganti akun please jawab"
Rayhan Guntur Pamungkas,18 Juli 2021,4,Developer tiktok tambahkan poin setiap login sehari 2000 poin setiap hari semoga komentar saya diterima
tevan nueta,7 Agustus 2021,4,"👌kenapa ya saya nonton video tidak dapat koin, parah ah tiktok menghabiskan waktu jadi sia sia"
Nyakra Baskara,18 Juli 2021,4,Perhatikan langkah Anda dalam berkreasi bagi kami warga family kelas sekolah dasar
KINANES QUEENNESA,8 Agustus 2021,4,Bagus sih tiktok. tapi tolong orang pada gak sopan ketikan- and pada miris. tolong banget please toleransi. mau gimanapun juga tetap lebih sopan lagi supaya yang baru main tiktok gak risih. please banget ya tiktok indonesia
Nani Nani,18 Juni 2021,4,"Saya suka aplikasi ini, tapi sayang sekarang selalu berubah, kemarin saya nonton video  selama 30 mnit ada bonus 28000, sekarang kok malah berubah bonus jdi lebih kecil malah jadi 7000, kenapa ya.. Saya mohon agar bisa di perbaiki biar saya lebih semangat menonton, kan biar terhibur sekalian..."
Fabio Ariansyah,16 Juli 2021,4,Ih bagus bangeet //????cie penasaran ya
Chries Tella,22 Juli 2021,4,"Kenapa makin hari makin bak yang harus di update, gue 2 hari yang lalu baru update dan selaras disuruh update"
Posman Sitohang,17 Juli 2021,4,Orang yang saya ajak pengguna baru pada hari ke 14 point tidak dapat di proses.. kalau memang tidak bisa diproses alasan kenapa?
Ahmad Maryoko,5 Agustus 2021,4,Kok gak bisa ngedaftar sih? 😠 Pas disuruh tulis tahun bearap lahir malah gak bisa 😒
Sri Pujianti,16 Juli 2021,4,Kok gak bisa livestreaming sih? Kan sudah followers lebih 1k
Ridho Ramadhan,27 Juli 2021,4,Keren aplikasi bagus banget
Dandi Fauzi,5 Agustus 2021,4,"Alhamdulillah bertambah teman, kadang bikin ketawa2, sedih, baper, kadang ada juga video yang ngeselin"
Mr. Chachinkz,30 Juli 2021,4,Buruan download dan kita berbagi hadiah yang besar dengan memasukan GCAAG6FV6PYS4
Track View,28 Juni 2021,4,tiktok bagus banget kenapa lihat kebawah
Nur Kholifah,15 Juli 2021,4,Oke ini aplikasi pilih kasih aku buat video ml kok tiba-tiba akun ku diblokir
luffy luff,20 Juli 2021,4,Kenapa saya down video tiktok lewat google tidak bisa ? Mohon di benarkan
Dwiirwan32 Dwi,6 Agustus 2021,4,"Asyik buat santai buat hiburan waktu capek""""""""""""""""""'😀😀😀"
Agus Sunawijaya,23 Juli 2021,4,"Bagus, tapi kenapa pas diklik bonus 2× malah gak mau ya??"
SW ANIME,12 Juni 2021,4,Kenapa pas mau penarikan itu ada masalah ya seperti saya ini mau hubungkan akun dana saya ke tiktok untuk memasukkan nomor hp dana sudah betul pas mau masukan pin dana itu salah terus dan saya cobak di akun dana pin/password bisa dan setelah saya ganti pun tetap enggak bisa juga gimana ini tolong...
Shena Ramadhani,25 Juli 2021,4,"please tolong tiktok kenapa tidak bisa salin komentar, sudah di update tapi tetep gak ada😵‍💫"
Zaskia nur aisyh Nuraisyah,17 Juni 2021,4,Sumpah keren kenapa lu lihat kebawah gue sudah bilang keren
Sambrun Ungkal,7 Agustus 2021,4,Sangat senang melihat tiktok.. bak hiburan lelucon... dan kreatifitas
twntytu 0five,10 Juli 2021,4,Ini kapan ada fitur bookmark video yang bisa dipecah-pecah ke beberapa folder kayak pu Instagram??? Terutama untuk pengguna android 10
virda nur laili,19 Juli 2021,4,"Untuk promosi gak bisa 🥺 , dan ingin sekali hapus tiktok lama gak bisa 🥺"
Didin Cunail,13 Juli 2021,4,Mantap ini benar aplikasi yang kasih hiburan dan uang👍👍👍👍 yang berkenan masukan kode undangan silahkan GBHSXPBBVXYTB
MR ANJAY,3 Juli 2021,4,"Apa lah daya ku . Mau protes soal event coint tiktok, tapi gue cuma penikmat gratisan .....🥲 Tapi gua cuma berharap smoga aplikasi kasi jadi semakin baik dan tidak memberi harapan palsu ❤️"
Valeska Tobing,21 Mei 2021,4,"tiktok tolong peringati akun yang bernama clara.alexander12 soal memilih BTS karena BTS itu lebih ganteng dari mana Pak Soeharto dan juga membuat orang yang suka anime jadi sedih dan merasa kesal, tolong diblokir akun dan peringatin dia “Anda di blokir karena membuat orang lain merasa sedih..."
Abuy Gaming,5 Agustus 2021,4,"tolong dong setiap aku upload video ko gak ada yang nonton, solusi?"
Konici eichiro,16 Juli 2021,4,Gue kasih 4 bintang. Dikarnakan. Point mendadak hilang. Padahal akun Original dan gak curang undang teman pun sudah lumayan. Tanpa double akun juga pure main tiktok dengan 1 akun
Vina Viza,23 Juni 2021,4,"Kak mau ta, aku sudah undang temen, tapi di hp temen gak ada masukkan kode ku. Malah disana dapat koin sesuai yang di janjikan klo dari rujukan. Disana juga lebih besar hadiah kalo invite temen. Tapi di aku gak ada koin masuk pas temen sudah download. Malah disana gak ada masukkan kode ku. Itu gimana ya?"
Dewi Yuliawati,28 Juli 2021,4,Bagus sih tapi kenapa selalu muncul kode coint padahal sudah di update🙂 Jadi ganggu><
DWI PERMATA PUTRA,29 Juli 2021,4,Tolong dong di bantu saya mau mempomosikan video tapi tidak ada metode pembayaran tong dibantu please
Novisya Adam,30 Juni 2021,4,"Aplikasi bagus tapi masih ada yang kurang, coba tambahkan tombol [ ikuti semua ] di bagian tab pengikut/mengikuti biar pas mau fb follow back gak repot sama gak kena limit. Untuk sementara aku kasih 4 bintang makasih›"
Cindy Jovita,18 Juli 2021,4,Semakin hari semakin berkurang koin Tapi ya Alhamdulillah waktu itu aku sudah pernah dpt 60.000 thanks tiktok Tapi tolong diperbaiki agar koin gak kurang kurang terus menerus ☺️
*******,30 Juni 2021,4,Bagus aplikasi menghibur banget Sumpah gak percaya gak nyesel
Sri Herlinda,24 Juli 2021,4,"Aplikasi  lumayan bagus, cocok buat hiburan untuk mengisi waktu luang"
Warung Bu fredd,12 Juni 2021,4,"Ayo download aplikasi ini, mumpung ada event besar yang menanti dan jangan lupa masukin kode referal ku biar makin besar dapat reward  G-B-J-L-J-R-6-8-S-P-Y-V-B Yuk jangan sampe kelewatan event  yah 😅😅😅"
Revand AlHafizh,23 Juni 2021,4,Tiktok ini bagus banget
Alu Na,7 Agustus 2021,4,tiktok ku sekarang sering lag gak tau kenapa padahal pakai wifi jaringan lancar
Risa Jaim,31 Juli 2021,4,Keren bngat.. tapi hoyong buat min. kenapa sudah beberapa hari ini kok point tontonan misi kok gak masuk aja padahal saya sampai berjam jam nonton video tapi sampai saat ini point harian gak masuk sih tetap jumlah Rp gak berubah. tolong diperbaiki
Firdaus Gimang,27 Juli 2021,4,"WWE, SEPAKBOLA, JOGET, JEDAGJEDUG, GAME SERU BANGET LAH BUAT YANG LAGI BOSAN lebih baik DOWNLOAD INI😁"
Haetami Alifahana,18 Juli 2021,4,buat tiktok saya tau akun saya di blokir karna melanggar panduan komunitas tapi waktu lama sampe kapan saya takut kena blokir permanent jadi gak bisa balas komen lah atau upload video lah
rohma Naway azmaata,6 Agustus 2021,4,Aku suka tiktok tapi suka ku gak terlalu bak maka aku kasih bintang 4
lilih muflihah,19 Juni 2021,4,"Aplikasi manfaat, asli, bak ceramah ceramah yang bagus. Tapi poin yang saya transfer ke rekening, gak sampe sampe... Huhuhuhu 😭 bisa kembali gak kalo gitu?"
Lia Official,15 Juni 2021,4,"Hallo mohon bantuan Saya sudah menyelesaikan misi 50/50 tetapi tidak sama sekali dapat bonus saya dapat kan saya ha menerima 680rb dari 50 undangan, mohon bantuan agar bonus saya kembali."
Rahmat 96,1 Agustus 2021,4,Lumayan bagus ko ................................... ... .... Tapi bener...
Ratu Etty Yulihati,21 Juli 2021,4,ini game bagus banget kalian uji coba tapi kalo anak kecil jangan ya
cakrawati sudjoko,17 Juni 2021,4,"Download boleh, Asal jangan jadi generasi ketergantungan. Jangan bangga main tiktok, inget tiktok cuma hiburan. Tantangan kita akan lebih berat di masa selanjut, bakin belajar, bukan cuma di tiktok. Paham kan ?"
dina dinnacandira,29 Juli 2021,4,Mau ta. Tolong respon kak. Apa nonton video sudah gak dapat koin lagi? Mohon bantuan ya kak. Respon. Terimakasih
NadilaWill,25 Juli 2021,1,kenapa setiap bikin video yang like gak ada tapi kalau aplikasi like ada gimana sih .... jadi gak suka
Julie Hawkin,30 Juni 2021,4,"Lama lama bosan juga pakai aplikasi ini,. gitu gitu aja membosankan dan pendapatan koin sedikit..."
Rayya Nadifha Abadi,1 Agustus 2021,4,Lumayan bagus tapi kalo pengikut belum bak kayak seleb tiktok gak bisa live
Ibat Bat,30 Juni 2021,4,Keren banget aplikasi ini kita bisa menghasilkan uang lewat aplikasi ini..Yuk masukin kode Hack GBVQAECSZXYWB untuk mendapatkan poin 100rb Selamat mencoba..
Candra ec2,16 Juli 2021,4,"Tolong ya supaya stiker hadiah dihilangkan,soal mengganggu banget😔"
Are Falen,5 Agustus 2021,4,aplikasi bagus tapi kenapa saya kasih bintang 4? Karna video gue gak pernah fyp
Suneo Sunea,10 Juli 2021,4,Awal bagus bngt bisa menambah penghasilan tapi kenapa makin kesini makin berkurang uang nonto. malahan sekarang menghilang tidak bisa menghasilkan uang lagi. tolong diperbaiki lagi ya ka...
Susy Sary,28 Juli 2021,4,Sangat baik . Tapi kendala sudah d folback kok Masih tetep aja untuk ikuti balik 😔
Wildan Ilham,18 Juli 2021,4,Dengan aplikasi ini AQ suka karena terhibur asal jangan tersendat sendat bila di klik
Imroatu latifatul Ihwana,11 Juni 2021,4,Bagus sebener tapi aku 2 hari pakai buat cari koin sudah aku klik dan selama 30 menit kok koin enggak masuk tertulis ha 5 menit aku jadi bingung sendiri. Aku coba beberapa kali dan aku rasa aku sudah lebih dari 30 menit tapi tetap aja ini maksud gimana?
Aleya syubbanlovers,30 Juli 2021,4,Bagus tapi semoga bisa lebih ditingkatkan lagi dan ada tiktok offline 😂
Adel Konut,27 Juli 2021,4,aplikasi yang keren kita bisa menonton video dari sini terimakasi tiktok😊
Rivalina 745,11 Juli 2021,1,Jangan download nanti nyesel...
DAVA maulana 7B,23 Mei 2021,4,Bagus banget pasti dilihat
Amin Hado,3 Agustus 2021,4,Pelayanan yang sudah bagus tingkatkan terus agar konsumen semakin puas
aqylla putri pratama Pratama,29 Juli 2021,4,"Kenapa saya kasih 4, karena gak hasilkan cuan lagi.. mana dong dari pihak tiktok... pengguna sudah bak.. malah dihilangkan buat dapatin cuan"
Rasyid lubis Syid,26 Juli 2021,4,Saya kasih 4 saja karena saya tidak pernah dikasih bonus dari tiktok ingin seperti yang lain selalu dibagi ..😔
chamvredx shoe,19 Juni 2021,4,"Bak sekali berita/informasi yang tanggal kejadian tidak diketahui di FYP, tiktok seharus menetapkan tanggal upload yang jelas dan tidak bisa dimodif/edit agar tidak menimbulkan miss informasi. Aku masih gak bisa buka draf"
Slamet,5 Agustus 2021,4,"Lumayan cepet ngasilin duit di Minggu pertama,selanjut...."
Oliviaaa _,15 Juli 2021,4,"Ｏｈａｙｏｕ ｇｏｚａｉｍａｓｕｕ . . .anoo tiktok sangat bagus tapi bak jamet yaa😭😭 bukan salah tiktok sih , btw download aja supaya glow up eh canda😂"
yuni hanifah,17 Juli 2021,4,Alhamdulillah meski baru dapat 40rb.. Setidak bak info atau berita yang lagi viral
Ningrum,5 Agustus 2021,4,Lumayan buat menghibur disaat stress menghadapi pandemi
Hasna Rizqi,22 Juni 2021,4,"Mohon maaf, ini kenapa ya? Kalo ada tulisan seperti ini waktu like ""kamu mengetik terlalu cepat. beristirahatlah"" padahal saya susah tidak buka lagi sampe besok tetap saja seperti itu, tolong beritahu agar bisa pulih 😥😥"
Ashley Sinyohpesek,20 Juli 2021,4,kenapa pas saya post tiktok ada lgo padahal masi diaplikasi tiktok bukan di galeri
Ivan Permana,20 Juli 2021,4,Sosial media tergantung dari pengguna. Bijaklah dalam bersosial media
Kode undangan tiktok GBDPPMNGMPYTG,29 Mei 2021,4,aplikasi sih sangat bagus jadi bisa terhibur Bikin tertawa senyum terkadang sedih dengan video.
Iqbal Rifai17,24 Juni 2021,4,"Halo tiktok kenapa saya tidak bisa memasukkan kode Referall teman saya, disitu tertulis tidak lolos kontrol penipuan terus. Tolong segera di proses. Terimakasih"
