Nama,Tanggal,Rating,comment
UPE GAMING,14 Juni 2021,2,Aplikasinya kadang ilang kadang ada icon misi dan coinnya jadi malesin
Alya Pahrudin,19 Juni 2021,5,"Bagus seru seklai aplikasi tiktok,,,, terima kasih...."
Ridho Ichani,5 Juli 2021,1,"sampah event makin susah, mana event tidak muncul lagi"
abah deon99,5 Juni 2021,3,"Nice, sebaiknya konten hoax dan provokasi dari akun kreator diblokir/suspend"
Bunda Dillah,30 Juni 2021,5,Aku kasih bintang 5 tapi please bagi yang menggunakan tiktok kurang sopan dan tidak seru please langsung blokir .makasih 🙏🙏🙏
Tanti Triani,24 Mei 2021,4,bagus aku kasih 4 bintang soalnya tiktok punya ku belum bisa duet
Dia Sayang,13 Juni 2021,5,Beri solusi tentang kotak kado tiktok tidak mau muncul
TRAFARDHAN SYAHREZA,15 Juni 2021,1,Bintang 1 dulu karna saya belum bisa memasukkan kode dan enggak ada misinya sama sekali
Febri Putra andespari,28 Mei 2021,1,"Gimana, logo koin untuk memunculkan pointnya tidak ada?"
Aw,30 Mei 2021,1,Kenapa saya setiap pasang foto profil selalu hilang
Khor Fkhan,28 Juli 2021,4,Bagus sekali
Yabes Aritonang,29 Juni 2021,5,Aplikasi ini sangat rekomen bagus buat kita kita
Lastiara Putri,3 Juli 2021,1,"Kok akun saya enggak bisa di buka sudah di cs enggak dibalas"""
FATMIN PALESO,28 Juli 2021,5,Boleh... bisa menghiburku
Desty Harisandi,30 Mei 2021,5,Aplikasi yang sangat bagus juga menghibur😍😍😍😍
Erin Karama,15 Juli 2021,5,Seneng bikin hiburan luamayan aku terhibur
Fauzan Official,25 Mei 2021,5,"Makasih, Tiktok Bagi aku ini aplikasi berguna🙏"
Bingong wedos,12 Juli 2021,5,Bagus ada cewek cantiknya yuhuuuu
Putra sunda vloge,27 Juni 2021,5,Mantap kejenuhan setiap orang bisa terobati dengan aplikasi ini
Deni Pazar,19 Juni 2021,1,kenapa penarikan uang saya gagal mulu sudah 3hari ini
Si Kenzo Kece,5 Juni 2021,1,Kalo bagus aplikasi ini saya tambahkan bintangnya 😊😊
Muhammad Muthawwally,18 Juli 2021,5,Aplikasi pemersatu bangsa
IMEL 999,19 Juli 2021,5,Sangat bagus Semoga tiktok gua bukan cewe4 bakal fyp
Aditya Febriawan,9 Juli 2021,5,Seru bikin ketawa sendiri
Wagi Man,10 Juni 2021,3,Setelah di perbarui misi menonton tidak muncul
Noor Aini,21 Juni 2021,5,Saya merasa terhibur dengan adanya tiktok
suarah Channel,28 Mei 2021,1,Kenapa tiktok sekarang jelek sih tolong diperbaiki.
Santo santo Santo,17 Juli 2021,5,bagus banget buat nemenin saat gabut
Rachmad ivan Riyandi,25 Mei 2021,5,MAAF INI KENAPA TIDAK BISA DI UPDATE?
Jony dana Dos Santos,21 Juli 2021,5,tiktok sangat membantu untuk meyegarkan
Hamida Hamida,25 Juli 2021,5,Pokoknya hiburan ku lah
Asia Chan,15 Juni 2021,5,"Sangat luar Biasa Saya suka""😊😊"
Warini Tato,27 Juni 2021,5,Sangat menghibur dan menghilangkan lelah
روز,15 Juli 2021,5,Sumpah aplikasih tiktok ini memuaskan banggat 🤗🤗sumpah enggak kecewa dah🥰🥰🥰❤❤❤❤😘😘😘😘😘
Rio Aldy,27 Mei 2021,1,Aplikasi ini tidak membayar jangan di downlod
Ngumpul Balong,8 Juli 2021,5,ini keren banget lo
Zhank Vengeance,5 Juli 2021,1,mending snack video penarikannya gampang gak susah misinya gampang gak stak 5menit terus
Bunga Kamboja,7 Agustus 2021,5,Makasih lebih baik. lagi
Asli Uber,5 Juli 2021,5,Sangat suka Tiktok untuk yang suka Tiktok semoga sukses dan sehat selalu Dimudahkan rejekinya Aminn🙏
abdul mazid,8 Juni 2021,1,Kenapa saldo tiba2 hilang...di cek transaksi semua kosong
Riwandi Alfiqri,26 Juni 2021,1,Intinya Gaseasik Dulu Ngerti kau sayang?
chinta suci,11 Juli 2021,5,wah terhibur banget dengan aplikasi ini buat hiburan cocok😘😘😘
Merry Galby,8 Juli 2021,4,Bagus tapi sayangnya Live aku di blokir
Medi Suhendra,29 Mei 2021,3,kenapa punya saya tidak ada gambar RPnya
Tirani Dwitasari,10 Juli 2021,5,Mempererat tali silaturahmi
AULIA NISSA OFICIAL,9 Juni 2021,3,Padahal cuma posting biasa tapi kok bilangnya pelanggaran aneh
Syiful Rhamdany,28 Juni 2021,4,Saya tidak begitu suka dengan tiktok
REL_ FPGM,3 Juli 2021,5,viewers akun saya ngestuck mulu njer di 400/500 penonton
Aku Wanita,29 Juli 2021,5,Makasih tiktok.. Mantappp..
SaprooL Danki,26 Juli 2021,5,Aku sangat menyukai tiktok
Muhammad Rahman,10 Juni 2021,1,Kok nonton malah enggak dapat Rp.... Parah lu min
ARCIKO 7777#,5 Juli 2021,5,EPEP YANG MAU IKUT SERTA DI ONLINE
alayibi Heru,26 Mei 2021,5,Sangat menghibur tetap bekarya dengan karya tersediri
Gegutu Reban,24 Juni 2021,1,Kenapa enggak bisa masukin kode padahal sudah ganti hp dan akun gimana sih caranya 😔😔😔
Taufiq JR11,31 Mei 2021,5,FXDA6F2JWPWW3 mendapatkan 100.000 koin
STM OFFICIAL,30 Juni 2021,5,Susah Untuk Mendapatkan Koin
Mitho Tilman,21 Mei 2021,4,Saya suka sekali tiktok 😊💪
nur aisah aisah,21 Juni 2021,2,Nyobain dulu kalo sukses bintang lima makasih
Dragon Dragon,28 Juni 2021,5,"Waw aplikasi mantap, tapi bohong"
Merna Lovely,9 Juli 2021,5,Bagus bisa menghibur saat sendiri
pipit Jubaidah,26 Mei 2021,5,Bagus untuk hiburan buat saya
Nadya Princes azmy,11 Juni 2021,5,kenapa efek glow gak ada di tiktok ku ya😭😭😭😭 semuanya jadi burem. smua efek gak ada
Riski Ajisaputra92,30 Mei 2021,4,Untuk saat ini baik baik saja
Nurul auralia,25 Juni 2021,5,Bagus pokoknya mah
Jalak Ikal,9 Juni 2021,5,Mantap...mudah digunakan.
-_-,4 Agustus 2021,5,Terbaik dalam menghibur
Semhadi 04,31 Mei 2021,5,Cara mendapatkan uang
alden nadhif,15 Juni 2021,1,akun ku di blokir norak jangan di unduh ya
Muhibbin Imam,19 Juni 2021,5,Semoga semakin mantap
Before Sinchan,12 Juli 2021,1,enggak ada yang enak😞😞
Dimas Suryadi,21 Mei 2021,5,Lanjutkan Prestasimu Nak
Deonito 07,29 Juni 2021,5,tiktok memang bagus
Alexa Costa,18 Juli 2021,3,Koinnya 3 ko enggak bisa keluar
Nur Asiyah,23 Mei 2021,5,Aku main tiktok. bisa menghibur. dan bayak temen..
Fitria ria,22 Mei 2021,5,Semoga bisa berkarya
Yuyun susanty,12 Juni 2021,5,Piknik cari pengalaman
Rani Gs,11 Juli 2021,5,Suka banget main tiktok
Sumanto Wanto,18 Juni 2021,5,Pengalamaman saya masih cetek
darsih edah,12 Juli 2021,5,bagus dan menghibur
Gianto Sugik,18 Mei 2021,1,Postingan susah masuk beranda
fatimah ilyas,8 Juli 2021,5,Bagus buat hiburan
Wahdah Wahdah,22 Juni 2021,5,Sangat bagus dan menghibur
oka astina,4 Juli 2021,1,Logo bonusnya tidak muncul
Epifania Lobo Pinto,11 Juni 2021,5,Aplikasi ini sangat menarik
Saepudin 2020,27 Mei 2021,2,Saya kasih bintang 2 dulu ya
Hadi Putro,30 Mei 2021,5,Bagus buat hiburan
TRISNAWATI,12 Juli 2021,3,kalo bagus ku tambah bintangnya lagi
momi aziza88,26 Mei 2021,4,Bagus buat hiburan
Inna Aparicio,6 Juli 2021,5,Aplikasi ini sangat bagus dan menarik
Toni Iskandar,24 Juni 2021,2,Jaringan bagus loading terus jadi hapus aja
Can Made,24 Juni 2021,4,Ada video video gila
Nur Aini,18 Juni 2021,5,pokonya tiktok indah but hiburan
Juan saputra,12 Juli 2021,3,Kok koinnya enggak ada
lintang ekarysti,26 Juni 2021,1,Kok logo koin enggak ada ya
Dh Dh,18 Juli 2021,5,Bagus sekali
Fifty Shades,21 Juni 2021,5,Semoga ada event lagi yaa
Noor 5q1,8 Juli 2021,5,Aplikasinya bagus
Raehul Janah,23 Juni 2021,5,Aku sangat suka tiktok
Suchrisno Ajah,8 Agustus 2021,2,Kecewa sama developer tiktok bikin systemnya tidak bisa bedain akun real atau palsu Yang real susah masukin kodenya mending gedein koin kehadiran sama koin nonton aja jangan revisi kalo enggak bisa bedain mah
Vicky Adi,5 Juni 2021,2,"Kenapa saya tidak bisa memasukan kode undangan, padahal saya kan pengguna baru, pertama keluhannya adalah tidak lolos control penipuan, keluhan kedua kesalahan jaringan harap coba lagi. Itu saja keluhannya. Mohon diperbaiki dong pihak tiktok"
Maharani Aulia Rahma,15 Juli 2021,2,Kok enggak ada tanda koinnya ya? Pertama tama ada lama lama hilang gimana sih padahal sudah ada koinnya😭
MiladNairoukh Milla,25 Mei 2021,2,"Aku beri bintang 2 aja dulu, heran aplikasi punya ku , kok filter x , banyak yang gak bisa dipake sih. Tolong jawab ????"
Wulan Sari,20 Juni 2021,2,Assalamualaikum.. Saya ingin coba .pakai aplikasi tiktok .ingin bisa ..Tapi bagus ya🙏🙏
Ferby Ansyah,25 Juli 2021,2,Dark Modenya jadi ga ada
Afef Pudin,14 Juli 2021,2,Tiktok bisa bertukar informasi sesama kawan kita
Tina Oman,8 Juli 2021,2,maaf dulu yah aku kasih dua bintangnya karna tiktoknya agak lemot
UPE GAMING,14 Juni 2021,2,Aplikasinya kadang ilang kadang ada icon misi dan coinnya jadi malesin
nur aisah aisah,21 Juni 2021,2,Nyobain dulu kalo sukses bintang lima makasih
Saepudin 2020,27 Mei 2021,2,Saya kasih bintang 2 dulu ya
Toni Iskandar,24 Juni 2021,2,Jaringan bagus tapi loading terus jadi hapus aja
Yeni Nuraini,15 Juni 2021,2,Tidak ada koin
Raghez Channel,27 Mei 2021,2,Kenapa tiktok saya enggak bisa dapat poin saldo. / gak ada logo / notifikasi undangan
agustina ina,14 Mei 2021,2,"Kok sekarang tiktok ku kok error. pemutaran sedikit, padahal sudah 4jam."
botol cah koplak,23 Maret 2021,2,Kenapa setiap aku upload ketiktok GaK bisa alias keluar terus gitu
Mahedy Chanel,2 Maret 2021,2,Pokonya mantap buat menghilangkan jenuh
Jafar Lipu,23 Maret 2021,2,Aku kasih bintang 2 karna tiktok ku macet pada halo hpku hp oppo
Kanjeng Mami,5 Juni 2021,2,Hai Semuanya Mau Tanya Kalo Benar Yah Aplikasi Ini Bagus ????????
Agus Stwn,19 Juli 2021,2,Untuk seukuran aplikasi video aplikasi ini terlalu banyak memakan penyimpanan
mramdan ramdan,30 Juni 2021,2,Kok saya gak nerima kode undangannya . Padahal saya pengguna baru di tiktok. Aneh
neni viyath,6 Juli 2021,2,Payah Pendapatan koin Makin Lama mengunakan tiktok makin sedikit pendapatannya.. Ga nonton video ga dapat coin.. Harus ada Chekin share atau gimana gitu..
Hartati Tuta,26 Juni 2021,2,"Hi nama aku,, Hi R , mau coba dulu iya kasih bintang dua aja nanti kalau bagus aku tambah,"
Rini Lisnawati,5 Agustus 2021,2,Aku lihat ada yang tiktok lite dan tiktok biasa nah kok ada dua tiktoknya ini palsu
Kang Es,6 Maret 2021,2,Kenapa dengan tiktok saya. Padahal saya sudah hapus tapi diplaystore mendownload 1% tapi enggak jalan jalan downloadtannya 👎
Beni pratama setiawan,2 April 2020,2,"Tiktok yang sekarang.bukan tiktok yang dulu, dulu isinya kreatifitas, sekarang isinya banci, anak alay, anak gaya 70an, ibu2 yang caci maki tetangga, cewek yang burik terus pakek tepung. dimuka, kembalikan tiktok kami yang dulu, bukan tiktok dengan isi sampah seperti ini, sebaiknya tiktok. blokir.mereka"
Hi Adnan,29 Mei 2021,2,Kenapa saya ga bisa narik uang sih?solusinya dong min
Eldy Eldy,10 Juli 2021,2,Download 65 mb selesai download jadi 400mb kok gitu sih
amelia fren,#############,2,"konten konten sampah,cewek mulus sexs*,DLL masuk ke beranda, tolong blokir orang orang yang membuat konten berikut, JIKA sudah DIPEBAIKI SAYA AKAN KASIH BIntang lima"
Pengguna Google,12 Oktober 2018,2,"Dengan hormat kepada pihak Musical.ly saya kecewa dengan adanya pembaruan ini, mungkin bukan saya aja yang kecewa dengan adanya pembaruan ini, kami mohon maaf sekali,apakah musical.ly bisa dikembalikan? maaf bila ada salah"" kata😊"
Zero Buana,25 Juni 2021,2,Ada event ngebug perbaiki lah Sangat sangat tidak nyaman
Aidah Kamila,#############,2,Kenapa saya tidak bisa balik lagi keakun yang lama? Tolong diperbaiki dong.. Saya sudah capek2 berjuang sampe beribu2 Tapi kenapa tiba2 saya tidak bisa balik lagi keakun yang lama?
Septi Rizkianti,15 Juli 2021,2,Seru banget sumpah nontonnya
burt Said,3 Maret 2021,2,kenapa lama sekali didownloadnya padahal sinyal saya bagus2 saja ... maaf saya kasih bintang 2
Iis Tiara,#############,2,so. bad. gak. bisa gak ada video apa. bikin kesel aja
Nandashaf,15 Juni 2021,2,Untuk dibuat transisi jelek banget enggak seperti tahun2 2018'an😠 suka ngelag
Lisaa,3 Januari 2021,2,Eh please tiktok tolong jelasin dong kenapa aku gak bisa ya buka tiktoknya setiap habis download terus aku buka kok gak bisa ya ? Tolong jelaskan dong tiktok padahal hpku gak kenapa kenapa 😭😭
Jcjf Jdu,2 Agustus 2021,2,Aku kasih bintang dua dulu mau coba kalau bagus ditambahi
Axyra_ 16.4,9 Mei 2021,2,Tiktok yang asli itu mana seh saya bingung njir tiktok yang asli itu yang mana yang ini atau yang satunya lagi
Tyje Perk,#############,2,Ada masalah apa ini. Sumpah aku bingung.. aku sudah Upload Video 24 jam tapi gak ada yang Nonton. Gak ada yang Like yaa...
Tiktok GBDPPMNGMPYTG,7 Agustus 2021,4,Keren banget program aplikasi tiktok makin banget bagus sekali. jadi makin menyukainya saya. selain dapat uang makin banyak dan terhibur jadi enjoy banget dengan aplikasi ini
kode tiktok GBDPPMNGMPYTG,2 Agustus 2021,4,Bagus aplikasinya sangat menyukai jadinya saya
Hello D⓺⓸⓺⓷⓵⓽⓸,7 Agustus 2021,4,Aplikasi yang sangat pasti pasti dapat hadiah uang cukup nonton video aja 🤣😂😂🤣😍😍😍😍🥰
Baha Rudin,24 Juli 2021,4,Bagus apa lihat2 sudah ku bilang bagus
Lane Smith,2 Agustus 2021,4,Aplikasi terbaik yang pernah ada memang benar terbukti bisa menghasilkan uang mantap top😎😀
Aisha N Putri,5 Agustus 2021,4,BAgUs 🤬 😡 Apa lihat orang dibilang bagus💔
Rika wijaya,6 Agustus 2021,4,Mau tanya kenapa point nonton video jadi hilang terus saya sudah berhasil 1 undang teman yang download tapi kayaknya gak nambah reward / uang / point' apapun ...apanya yang salah ya ?
Raisya Aulia Fitri,6 Agustus 2021,4,"Umm hai, kenapa ya sudah 3 hari ini ngelag? Videonya tidak bisa diputar padahal jaringan internet saya baik baik saja, tolong di perbaiki ya^^"
Sans01,7 Agustus 2021,4,SEMOGA POSTINGANKU FYP TERIMAKASIH
Tiktok GBDPPMNGMPYTG,31 Juli 2021,4,Tidak pernah menyesal download aplikasi ini yang penggunanya banyak sekali.membuktikan bahwa aplikasi ini bagus karna menghibur dan bermanfaat sekali untuk mendapatkan bonus uang. aplikasi yang sangat cocok buat semua kalangan.
Indra Moza,3 Agustus 2021,4,"Maaf ya tiktok kalau mengadakan event jangan di persulit lah, perekonomian semakin sepi jangan dipersulit lagi, kode undangan tidak ada yang bisa lolos, dan saya sangat kecewa, tolong diperbaiki lagi terimakasih"
Saikurusmidi midi,20 Juli 2021,4,"Koin aku gak nambah"" sudah sering nonton video tapi gak nambah"" minta pendapat dong???????????????????????????????????????????????????????????????????????????????????????????????????????????????"
andra yani,6 Agustus 2021,4,"Yang disayangkan banyak pengguna wanita2 yang tidak menyadari video2 mereka dijoin dengan para laki2 di video mereka sendiri dengan emoji2 cinta kasih yang tak diketahui pihak wanita tersebut, yang bisa menjatuhkan martabat para wanita tersebut di publik"
Putri Aulia,6 Agustus 2021,4,"Tadinya sih bagus tidak ada masalah, tapi lama- kelamaan kok pas post video, videonya jadi burem gitu padahal video aslinya tidak burem . jujur kecewa banget apa harus punya iPhone dlu biar tidak burem😌"
GUSTIAN,2 Agustus 2021,4,"Saya mau mintak tolong min, kenapa hampir 20 harian code tiktok saya selalu gagal undang temen maksud saya setiap pengguna baru tiktok yang memasukkan code tiktok saya selalu gagal, padahal saya tidak curang min & sudah download lewat link saya,, tolong bantu secepat nya, ini code tiktok saya min👉 GBC4CACBMPYTK"
Aldhika Reza33,4 Agustus 2021,4,Aplikasinya bagus banget buruan downlodd.. kenapa lihat ke bawah kan aku sudah bilang aplikasinya bagus banget .😁😁
Qilah々 ·,7 Agustus 2021,4,"Ini kenapa gak bisa diputar videonya ya? ngelag ngelag gitu loh, padahal jaringan nya bagus banget 🙂 , tolong banget untuk diperbaiki ya🙏"
Vitha Rosalie,4 Agustus 2021,4,"Halo, kepada pihak Tiktok. Saya mau tanya, kenapa ya.. saat saya buka Tiktok, terus saya mau duetin ke video orang, gak bisa.. tertulis kalo saya sedang buka aplikasi yang menggunakan video, padahal saya hanya membuka tiktok. Tolong dibantu ya. - Multi.328"
bandar ripuh,2 Agustus 2021,4,Mengajak orang buat download itu susah. Terus pas dapat orangnya punya handphone baru diundang terus download habis itu masukin kodenya error tidak lolos kontrol penipuan. Padahal akun baru itunya bonus nontonnya gede. Mau tanya parameter kontrol penipuannya apa?
Rama dhani,15 Juli 2021,4,"Tolong pihak tiktok permudahkan akun tiktok saya untuk menarik saldo, sudah beberapa Minggu ini selalu gagal, dan tak ada tanggapan dari kalian mohon kerjasamanya terimakasih."
KS JUnIoR,31 Juli 2021,4,"Sangat mengisi di waktu yang kosong. Menemukan sebuah inisiatif dan kreatif buat pengguna tiktok. Dan satu harapan, agar seluruh penghuna tiktok, bisa digunakan dengan baik. Berpikir pada kemampuan diri sendiri."
Arifin,5 Agustus 2021,4,Bagusya bagus
Amara Zahraa,22 Juli 2021,4,"apaan sih fyp tiktok akhir' ini bikin panas mulu siapa sih pembuat tiktok? apa maksud buat iri hati? aku juga mau uwuwu ok stop it, i'm very angry ya. /bl tiktok"
Kanaya Jeniffer,17 Juli 2021,4,Aplikasi apaan ini jelek banget tapi bohong hayuk😂 aplikasinya bagus banget😊
Ade Li,8 Agustus 2021,4,Ada. Aja masalahnya tiktok Terus aja perbaikan.. sudah susah masukin kode ref.. sekarang susah juga penarikan ke e-walet.. Niat bagi2 duit gsk sih.. payah sekali kamu tok.. unisntall aja lah..bangsat.
Rian Kinoy,16 Juli 2021,4,Saya sangat seneng banget bisa menemukan aplikasi ini karena dengan adanya aplikasi ini saya bisa menghasilkan uang asli dari tiktok mantap sekali ternyata beneran terima kasih😙😙.
Hasbia Bahar,2 Agustus 2021,4,aplikasinya jangan lihat lagi pokoknya bagus
Tika Nur,20 Juli 2021,4,Aplikasinya bagus banget aku suka apa lo lihat lihat kan aku dah bilang aplikasinya bagus
Yurike Maysa,19 Juli 2021,1,kenapa tiktok sekarang suka lambat
Oedjang Sufyan,8 Agustus 2021,1,Menyesal saya nonton tiktok terkena berita bohong terus
Muhammad Khoirul imam,11 Juli 2021,1,aplikasi pembohongan
Nugroho Rasta Hartono,27 Juli 2021,2,lain kali tolong di filter videonya karena banyak adegan kekerasan
Duta Varrel Maulana,27 Juli 2021,1,tiktok jelek
reyman zey,23 Juli 2021,2,"bagus sih tapi kok patah - patah sih. padahal penyimpanan gue masih aman, dan gue pakai wifi yang kuat banget. ''ini kenapa apa yang salah sama handphone gue"""
DLFA -DisLike For Angela,19 Juli 2021,1,banyak sekali adegan yang tidak pantas untuk anak kecil
Junsayaon,6 Agustus 2021,2,aplikasi tidak ada manfaat
Was Kurii,6 Agustus 2021,2,aplikasi penipuan
Mzul firmansyah,5 Agustus 2021,2,tiktok shop bohong tidak ada gratis ongkos kirim
Shabrina Aqela,20 Juli 2021,1,Ini kenapa akun saya kok tidak bisa login lagi padahal saya tidak dikasih kebijakan privasi tapi kok gak bisa katanya disuruh menyetujui tapi dimana caranya tolong kalo gini saya repot jadinya soalnya akun saya hilang yang shabrinaaqela86 terima kasih
Zella Cesanuria,6 Agustus 2021,2,jangan download tiktok
Siti Nurjamilah,27 Juli 2021,1,aplikasi tidak bagus
yadi yadi,4 Agustus 2021,1,saya tidak puas dengan layanan aplikasi ini
Nova Nova,18 Juli 2021,1,saya kecewa tiktok membuat kouta saya habis
Marstarius Mars,2 Agustus 2021,1,aplikasi mengecewakan
Hana Faiza,24 Juli 2021,1,saya tidak merekomendasikan aplikasi ini untuk anak - anak
Arnita Hasna Wijayanti,28 Juli 2021,1,tiktok bukan aplikasi yang baik
Ery dwi Novianti,5 Agustus 2021,2,banyak video yang mengandung kebohongan
im nob,25 Juli 2021,2,tiktok tidak keren
NekoPiaa,8 Agustus 2021,2,FYP saya banyak sekali video tidak bagus
Hyunji 현지,13 Juli 2021,2,setelah menonton beberapa video dari tiktok saya tidak tertarik
Gitalis dwi Roviqoh,4 Agustus 2021,2,Agak sering lemot pindah² bahasa jadi enggak ngerti
SEWU Channel,28 Juli 2021,2,setelah update aplikasi tiktok sering lag
YT_SaHrUL,7 Agustus 2021,2,tiktok koin pembohongan uangnya tiba - tiba hilang
Martini Ny,1 Agustus 2021,2,tidak seru
Aisyah Mangunroto,16 Juli 2021,2,"Mohon maaf ye tiktok bukannya kenapa' tapi kenapa diakun tiktok saya enggak bisa salin komen, kan saya kalo mau salin link AU, link video youtube, kata' motivasi sama sastra enggak bisa. tolong ya tiktok ini akun saya yang bermasalah apa emang lu yang ilangin fiturnya"
Shfazzh,31 Juli 2021,2,"Tiktok tolonglah uangnya jangan hasil ngundang ngundang mulu, yang nonton"" video kek, teman saya gak ada yang bisa diajak kerja sama🙄🙏🏿 PLEASE"
Adryan Satria,12 Juli 2021,2,"Aplikasi gak jelas Padahal saya belum pernah download tiktok tapi tidak bisa memasukkan kode, sudah lama nungguin download percuma buang buang data"
Kalina Riyanti,7 Agustus 2021,2,"kenapa video saya tidak bisa live, sangat mengecewakan tiktok"
Tiyo Sandal,7 Agustus 2021,2,aplikasi jelek banget
Rizki Rizki,27 Juli 2021,4,Aplikasinya bagus banget apa lihat ke bawah sudah tau bagus😄
imuts 00,7 Agustus 2021,4,Aplikasinya bagus tapi kenapa untuk event yang selalu nonton videonya tidak ada kalo bisa kasih event juga buat kami para penikmat videonya terimakasih semoga admin merespon
Rendi fathor,20 Juli 2021,4,"Akun saya tidak bisa mengundang teman . biasanya diatas ada tulisan undang , tapi sekarang ganti tulisan tonton dapatkan 3.500 . terus gimna caranya mau mengundang teman saya"
Papa Istiqoma,19 Juli 2021,4,"sukses selalu tim tiktok. untuk akun saya ianskuy2 ada masalah, kenapa tidak ada untuk beralih ke akun pro..? mohon ditindak lanjuti ya.. terimakasih.. 🙏"
Sabrina Ayu,3 Agustus 2021,4,tiktok sekarang kalau lihat video sebentar.. yang sebelum nya koinnya berputar sekarang jadi tulisan bonus saja .. mohon bantuannya .. sudah 2 hari begitu
Athaya Zafir,20 Juli 2021,4,Aku suka aplikasi ini tapi ada konten yang tidak pantas untuk anak kecil
silfira nisa,25 Juli 2021,4,"Bagus aplikasinya and menghibur juga,tapi kenapa aku kasih bintang 4? aplikasi ini menghasilkan uang, tetapi uang yang kita hasil kan setiap menonton video hanyalah perak saya mengumpulkan koin ini tetapi hanya mendapatkan 10.000"
bella,19 Juli 2021,4,aplikasinya memang bagus tapi kadang kadang sering keluar sendiri.. fyp isinya video yang ngawur ngawur padahal aku enggak nonton video yang terkait dengan itu haduh untuk kedepannya tolong diperbaiki lagi ya
DURI'S FF,6 Agustus 2021,4,Ini aplikasi yang sangat bagus Bagus☺
Hilda Aprianti,28 Juli 2021,4,Aplikasinya bagus kenapa lihat lihat kan sudah bilang bagus
Novia Anggraini,6 Agustus 2021,4,"Tiktok aplikasi anak muda jaman sekarang, hampir 99% hidupku ada di tiktok, serujugaa bisa dapet duit . ♥️"
Ary Djulhaj,2 Agustus 2021,4,Aplikasi ini sangat bagus
Aswin Pri Prakosa,28 Juli 2021,4,Aplikasinya bagus dan bermanfaat. Bisa cari video yang bisa menambah wawasan dan pengetahuan. Tapi mirisnya banyak yang menggunakan tiktok dengan tujuan negatif. Terimakasih.
Rhafly Wandadinata,2 Agustus 2021,4,"Assalamualaikum Min, Aku mau cerita Keluhan aku main tiktok, Baru Aja bukak Tiktok, baru 5 menit, Signal bagus, eh mau bukak Komentar, Gak bisa, mau scroll Ke bawah gak bisa, Katanya Koneksi Jaringan Gagal, Padahal Pakek Wifi Dan signalNya pun Gede, Tolong Dong Tiktok benerin BUG nya, Huh"
Adel Chaselria,6 Agustus 2021,4,"Bagus kok,tapi kadang suka keluar sendiri or enggak dia suka load ulang diberanda, bagus tapi diperbaiki lagi updatenya thanks."
Sena cangtip,20 Juli 2021,4,Tolong sediakan fitur history soalnya biasanya tiba tiba kepencet refresh terus kalo mau cari vido yang tadi ke refresh itu sulit banget apalagi ngga inget username akun nya mohon banget ni beneran
YtCrash arsumb,4 Agustus 2021,4,Aplikasinya bagus tapi untuk respon ketika mengajukan pertanyaan sangat lama di balas. dan tidak ada feedback sama sekali bagi konten kreator..
ADIT,14 Juli 2021,4,Aplikasinya jelek banget tapi bohong
Pratama Nur,6 Agustus 2021,4,Bagus banget woy .?
pelangi hitam,12 Juli 2021,4,"misi menonton video selama 30 menit sudah 3hari hilang tidak muncul-muncul, padahal saya tidak pernah melalukan pelanggaran ataupun kecurangan apapun. tolong perbaiki lah min🙏"
xiaoming fu xia,7 Agustus 2021,4,Bagus banget aplikasi yang satu ini Tapi mohon dikurangin ya video yang joget auratnya bertebaran☺
Fani Austin,18 Juli 2021,4,Aplikasinya sangat bagus ayo download biar gak penasaran jadinya ...
Kode referal Neo ABLR82,29 Juli 2021,4,Sangat menyukai saya aplikasinya bagus sekali terhibur jadinya lihat video nya ...
mutiara fatma,14 Juli 2021,4,Bagus si tapi lihat apa kalian sudah dibilang aplikasi ...
JDF STORE,17 Juli 2021,4,Aplikasi InI Sangat luar biasa
Wayang Semar,6 Agustus 2021,4,Berbagai video ada disini dari dalam dan luar negeri juga ada pantas sekali TikTok hebat<<<<...
Warung Pintar,4 Agustus 2021,4,"Tiktik emang oke👍 tapi sayang poinnya sekarang menurun, <<- ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
Arlan Arlan,14 Juli 2021,4,Saya suka sih tapi harus ada tombol dislikenya
Kode tiktok GBDPPMNGMPYTG,19 Juli 2021,4,Sangat suka banget aplikasinya bagus buat videonya juga tentang terkini. dapat uang juga lagi dengan tonton terus videonya ...
Gregorius Waja,5 Agustus 2021,1,banyak video tidak berbobot
Uptrack Aptrack,24 Juli 2021,2,"Kok yang punya saya tidak ada targetnya iya, yang ada cuman undangan doang, padahal saya ini sudah beli hp lagi, buat akun lagi"
Zamunzam Zamunzam,5 Agustus 2021,1,"Gue seneng ada Aplikasi tiktok, sekarang gak galau lagi, apalagi tiktok bagi2 uang tunai, nonton dapet uang....😁🙏"
Anisa Sofia Triasrin,19 Juli 2021,4,"Ini aplikasi bagus banget, but sekarang error, gue kan ingin download tanpa watermark ya di.. ya itu lah kaya google masalanya gue tau itu salah, tapi ini ya error gitu pas ada bacanya ternyata ada masalah dari aplikasi tiktok nya,, gimana bund gue sudah minta ijin ke adminnya buat SV tanpa watermark argghh😭"
AGUS Harun setiawan,27 Juli 2021,2,aplikasi tidak bagus
Rifky arief noer ramadhan,4 Agustus 2021,2,Aku kasih bintang 4 karena bisa membuat kouta habis cepet ditiktok ini ada video yang tidak baik ditonton orang orang...
