comment,Label
Pelayanan yang sudah bagus tingkatkan terus agar konsumen semakin puas,Positif
"Kenapa saya kasih 4, karena gak hasilkan cuan lagi.. mana dong dari pihak tiktok... pengguna sudah banyak.. malah dihilangkan buat dapatin cuan",Positif
Saya kasih 4 saja karena saya tidak pernah dikasih bonus dari tiktok ingin seperti yang lain selalu dibagi ..😔,Positif
"banyak sekali berita/informasi yang tanggal kejadian tidak diketahui di FYP, tiktok seharus menetapkan tanggal upload yang jelas dan tidak bisa dimodif/edit agar tidak menimbulkan miss informasi. Aku masih gak bisa buka draf",Positif
"Lumayan cepet ngasilin duit di Minggu pertama,selanjut....",Positif
"Ｏｈａｙｏｕ ｇｏｚａｉｍａｓｕｕ . . .anoo tiktok sangat bagus tapi banyak jamet yaa😭😭 bukan salah tiktok sih , btw download aja supaya glow up eh canda😂",Positif
Alhamdulillah meski baru dapat 40rb.. Setidak banyak info atau berita yang lagi viral,Positif
Lumayan buat menghibur disaat stress menghadapi pandemi,Positif
"Mohon maaf, ini kenapa ya? Kalo ada tulisan seperti ini waktu like ""kamu mengetik terlalu cepat. beristirahatlah"" padahal saya susah tidak buka lagi sampe besok tetap saja seperti itu, tolong beritahu agar bisa pulih 😥😥",Positif
kenapa pas saya post tiktok ada lgo padahal masi diaplikasi tiktok bukan di galeri,Positif
Sosial media tergantung dari pengguna. Bijaklah dalam bersosial media,Positif
aplikasi sih sangat bagus jadi bisa terhibur Bikin tertawa senyum terkadang sedih dengan video.,Positif
"Halo tiktok kenapa saya tidak bisa memasukkan kode Referall teman saya, disitu tertulis tidak lolos kontrol penipuan terus. Tolong segera di proses. Terimakasih",Positif
"Ayo download tiktok segera,, banyak video bagus dan menarik lain 😉. . . . Jangan lupa masukan kode GBRNTTZRRXYUG Untuk mendapatkan uang tunai jutaan rupiah...",Positif
Mohon untuk lebih teliti lagi dalam memilah video yang akan muncul. banyak anak kecil bermain tiktok. terutama video yang mengandung unsur pornografi atau ujaran kebencian. kenapa yang kayak gitu gak diblokir? Saya upload video kucing laga makan kok video saya dibanned.,Positif
Kok sekarang koin saya hilang sudah 1bulanan biasa kalo nonton video selama 30menit dapat koin kok sekarang gak ada padahal sudah update terus,Positif
Ini kenapa install lama banget please dong dowlond jangan lama please sudah berhari hari bahkan berbulan bulan ini aplikasi gak muncul di layar hp ku malah baru 30% terus padahal wifi ku selalu full tolong dibantu oke developer,Positif
"Min kok pu saya jadi ga ada menit2 nonton ga menang point juga kalo nnton, id mochgilangprayoga",Positif
Kenapa akun tiktok saya tidak bisa bertambah poin padahal saya event bonus tiktok dan sudah mengklik iklan untuk mendownload video agar pohon tapi kenapa selama 30 saya menonton video tidak bertambah point di akun tiktok saya,Negatif
SnackVideo aplikasi yang bisa menghasilkan uang. Ini kode ya..,Positif
Hmm...kok tidak bisa didownload ya lama banget,Negatif
"Terima kasih sudah bisa lagi menonton Dan klik koin. Saya tambahi bintang dari 2 ke 4, kalo tidak ada kendala lagi ke depan saya kasih bintang lagi . Terima kasih",Positif
"penarikan saldo kalo bisa tambahkan jangan jangan dana/bank aja soal tidak semua orang pu akun dana premium dan pu nomor rekening bank, tambahkan shopeepay/gopay/ovo kalau bisa",Positif
"Saya kasih bintang empat, soal saya suka aplikasi  sebelum diperbarui, kita nonton video 30 menit sudah bisa dapat 70.000koin Rp7.000 tapi setelah di perbarui malah turun koin yang kita peroleh selama nonton, agak kecewa sih tapi good lah harapan ku diperbaiki lagi biar makin banyak yang instal aplikasi...",Positif
Kenapa gambar klik poin gak ada. tolong admin untuk memperbaiki sudah 2 hari nonton video gak dapat point,Positif
"Saya akuin aplikasi tiktok emang bagus,tapi saya sekarang engga pernah buka2 tiktok lagi karna tiba2 akun saya diblokir sama tiktok kan jadi saya kecewa dong",Positif
Saya pas buka tiktok kenapa tidak ada komentar? dan saat saya komentar tidak bisa? Gimana ini mohon dibantu ya. kalau tentang hiburan semua bagus. Semoga bisa diperbaiki ya min,Positif
Aplikasi ini bagus sih tapi tolong dong diubah penarikan menjadi dana biasa bukan yang dana premium karna aku masih bocil gak pu ktapi karna saldo saya ditiktok sudah 31 ribu kan lumayan buat beli paketan,Positif
"Kenapa dengan tiktok gua sudah susah susah naik dan ketika gua sudah naik 35,7 folowers kenapa viwers  cuma 10 yang like 4 itu gak masuk akal tolong lah diperbaiki 🙏 kalo sudah di perbaiki gua akan kasih bintang 5🙏",Positif
Kenapa saya mau memasukkan kode Ada Kesalahan jaringan harap Coba Lagi,Negatif
"Sekarang enggak dapat koin lagi nonton tiktok , ada yang sama?",Negatif
"aplikasi bagus banget, cuman kalau bisa hadiah undang teman distabilkan lagi seperti dulu lagi 🙏🙏🙏🙏😍😍🥰🥰🥰 kangen Tiktok dulu.🙏🙏🙏😍😍😍",Positif
"Cuma saran bagi pemilik perusahaan tiktok indonesia ,kami mohon video video yang senonoh untuk tidak di ijinkan di upload, ingat banyak anak anak main tiktok....",Positif
Dulu aku tidak suka tiktok karna yang muncul diberanda joget2 aja terkesan alay. Sekarang aku download karna bisa dapat koin yang bisa di wD... dan juga isi tiktok bervariasi juga rupa.... ada faedah juga selain koin.,Positif
"Kak tiktok aku kok gak bisa masukan kode, selalu error' kata",Negatif
Lumayan..suka sihh Yang inti banyak mendapat pengetahuan saya.,Positif
Lumayan hasil nonton tiktok bisa beli pulsa dan token lampu.... Makasih tiktok,Positif
jangan download,Negatif
tidak menghibur sama sekali,Negatif
aplikasi favorit aku sering scroll tiktok tapi gak ada pendapatan iya atau apa gak pernah fyp lagi,Positif
banyak video pencemaran nama baik,Negatif
Saya meminta tolong untuk pihak tiktok agar mengembalika akun saya yang diblokir.. Saya sudah medari kesalahan saya maka meminta tolong agar di pertimbangkan lagi. Terima kasih,Positif
Saya masukan kode teman ko error.. kontrol penipuan brarti tiktok cuman ngeprank doang .... jadi males ngundang teman ... masukan kode aja error terus,Positif
"Aplikasi keren terbukti membayar..tapi setelah semakin lama main koin yang diberikan semakin kecil sehingga sangat susah mengumpulkan point, tolong developer diperbesar jumlah koin..setelah koin besar baru bintang 5",Positif
Apa sangat bagus banget aplikasi bisa jadi tersenyum ketawa jadi hidup lebih seneng ...,Positif
"Ini kenapa padahal saya pengguna baru tapi ko bonus 3k  gak dapat😞 Terus pas nyelesain misi gak maju"" Lagi pas mau masukin kode tidak lolos kontrol penipuan maksud apa? Saya kan pengguna baru Tolong ya admin😉 diperbaiki lagi biar kami warga 62 jadi puas kaya dulu lagi😃.",Negatif
Ingin dapat penghasilan dari tiktok susah harus yang sexi terus gitu?,Negatif
kenapa sekarang sudah tidak ada Misi buat tiktok.? Koin/Hadiah masih ada tapi Misi yang sudah tidak ada? Mohon penjelasan,Negatif
kenapa koin saya tidak bertambah padahal sudah ikut event,Negatif
"Aku ingin sekali menjadi seorang yang lebih bagus lagi kalau bukan karena aku tidak bisa, , saya tak pernah bisa menang dari pada ngurusin orang lain yang tertarik pada iklan. . Mereka yang tidak yang paling penting adalah bagaimana kita harus bisa menjadi orang lain.",Positif
"Aplikasi ini bermanfaat tentu karena banyak konten kreator yang membagikan ilmu mulai dari agama, bisnis, skill tergantung bagaimana kita memanfaatkan. Saya rasa yang bilang jelek masih belum memperluas penggunaa",Positif
Aplikasi terbukti membayar.. Bantu ramein ya kak GB5X9ZNGJPYWT,Positif
"Okeh ... Masuk fyp, gue kasih 1 bintang lagi. ... Xixixi serius",Positif
Jika ingin rating tinggi permudah misi dalam event .masa iya ngundang 50orang .coba kayak tiktok lite ha 20 orang .dijamin pasti naik rating .sebelum harus memberi rating 5 star,Positif
"so good, kok sekarang lag sih patah-patah tolong dong",Positif
Belum pernah dapat duit dari tiktok ini.. tapi saya terhibur,Positif
"Terhibur juga sih dengan ada aplikasi ini, G A 3 A E T 4 U W P Y T G bisa digunain kak supaya dapat tambahan saldo. <€...",Positif
Gak perlu repot repot biat menghibur diri cukup nonton video di tiktok bisa senang melihat bagus banget aplikasi ...,Positif
"Buat pengembang, tolong perbaiki aplikasi karena makin kesini makin bikin panas suhu hp dan panas sangat over banget. Semoga masukan ini diperhatikan demi kemajuan bersama.",Positif
Aplikasi keren habis sangat bagus pokok maju terus tiktok.,Positif
Kak kok pu aku tidak ada bonus koin lagi gimana cara biar dapat bonus lagi,Positif
Kenapa sekarang komenan gak bisa disalin? Mohon diperbaiki ya🙏,Positif
Sangat membantu para kreator melurkan banyakat. Terimakasih,Positif
"Awal saja bisa nonton dapat uang kesini tidak bisa lagi nonton,. coba jelaskan dong",Positif
Bermanfaat dan bisa buat hiburan hilangkan penat dari aktivitas,Positif
"Bagus Sekali, Saya Sangat Puas Banget Dengan Aplikasi Ini",Positif
kok tiktok gua gak ada tugas nonton sih kenapa ya?,Positif
Beberapa hari ini tiktok lag padahal sil atau wifi bagus,Positif
Aku suka aplikasi ini ... Tapi.... boleh block gacha heat? Karena aku benci gacha heat.. dan ada gacha heat di tiktok... Keluar gacha heat ,Positif
"Aplikasi bagus, keren, banyak video bagus, kreator kreator baik. tapi kenapa semenjak update kok cuma ada akun bisnis akun kreator dikemanain tolong dikembalikan ini karna sangat berguna untuk kreator kreator yang menggunakan akun selain untuk bisnis. sekian saja tapi tetap ini aplikasi bagus banget�...",Positif
4 bintang dulu ya... nanti kalo akun ku sudah bagus like sama yang nonton tambahkan 1 lagi🙏😊,Positif
Ini aplikasi emang bagus banget bray apa lagi kalo lagi gabut kalo gak lagi gak mood coba aja nonton video ada yang ngakak sampai yang sedih. Jangan lupa pakai kode undangan aku ya GBYLMASMZXYYT,Positif
Aplikasi ini bagus banget aku suka tapi jangan update terus ya,Positif
Saya kecewa kenapa sekarang susah buat upload video di tiktok,Negatif
Aplikasi bagus banget tapi kalo bikin video gak ada yang like 😒🔪,Positif
Kenapa sekarang tidak bisa mendapatkan koin saat menonton video,Positif
Wah bagus aplikasi banget,Positif
aplikasi jelek Eh tapi bohong aku suka banget,Positif
Buat Tiktok Untuk event 1juta ..telah berakhir... saya harap event tiap nonton dapat uang.. masih di teraplikasikan dan permanen... jika hal demikian di teraplikasian... pasti akan lebih banyak lagi orang-orang mendownload tiktok ..karna pasti sama2 menguntungkan... kami menonton dan dan pihak tiktok mendapatkan uang...,Positif
aplikasi ini sangat bagus ......tapi kenapa kalo aku daftar gak bisa',Positif
"tiktok untuk menghibur yes ok lah yaa yang lucu buat orang ngakak itu bagus... jangan yang ada unsur mengejek, porno dengan baju yang minim bahan itu sebagian orang suka dengan yang fulgar cewek cantik tapi untuk orang yang dewasa seperti saya yang sudah 57 tahun agak risi lihat harus diseleksi juga karena tiktok sudah disukai ...",Positif
Aplikasi bagus tapi harus bikin akun gapapa bagus kok.,Positif
Bagus si tapi gara gara ada yang parah parah jadi bintang 4 ,Positif
Kok tidak bisa melakukan pengisian saldo di aplikasi ni.,Positif
Aplikasi Sangat Bagus Dan Menghibur Sekali Dan Apa Alasan Saya Kasih Bintang 4 karena saya kecewa kenapa penghasilan semakin hari semakin mengecil. Yang tadi 70000 Point Dan sekarang Tinggal 49000 Point.,Positif
"Please aplikasi ini aku mah kasih tau aja ya Tolong kalau sedot paketan/ kuota jangan terlalu banyak, bagus sih rame mah cuma ajah yang tidak bagus paketan 😞",Positif
"ngeselin ih, update mulu tapi bagus sih, kuota gue jadi miris mulu kalo tiap minggu harus update melulu",Positif
Kenapa event menonton video dapat koin gak ada lagi ya..,Positif
aplikasi tiktok ini bagus banget,Positif
Love you tiktok mantep terus lah memberi kemanan kepada pengguna😊,Positif
😂😂😂😂lucu bagus juga,Positif
Baru2 ajah koin ada kok sekarang gak ada coint nonton video,Positif
Dear tiktok..saya kasi bintang 4 sekarang..sekarang saya tidak bisa menarik ditiktok... jujur aplikasi ini sangat keren dan bagus. Tapi saya sedikit kecewa .tolong pulihkan akun saya..biar saya bisa menarik uang  lagi ....terimakasih,Positif
"Aplikasi keren bisa menghasilkan duit, tapi kenapa pengguna lama sudah tidak bisa menghasilkan koin? Tolong berikan penjelasan🙏",Positif
Perlu bantuan dong please koin tidak bertambah padahal sudah nonton lama banget,Positif
Jelek,Negatif
Sangat - sangat mengisi waktu bahkan saya sampai lupa waktu😄,Positif
Bagus sih tapi kenapa ya sekarang tiktok sering lag gak seperti dulu,Positif
"Sering bermasalah dengan koin yang tidak berjalan sama sekali, padahal sudah direset ulang tetep gak bisa, tolong dong agar diperbaiki lagi",Positif
hai tiktok akun ku grandelovmr kenapa gabisa post video ya??? sudah berhari hari loh ???????? Please aku MAU NGONTEN INI,Positif
Aku seneng suka main tiktok karena banyak video keren dan pendek aku kasih bintang 4,Positif
Mengasikkan semoga bisa seperti aplikasi like bisa dapat uang dengan mudah,Positif
Bintang 4 dulu kalo gampang cari koin nambah lagi bintang,Positif
tiktok bagus. Tapi tiktok gue seperti lambat yah apa tergantung followers dan viewers? Soal orang lain sudah ada yang bssa live dan pu 3 menitan tapi gue gak ada. Gimana?,Positif
"Maaf, boleh gak ya kalo tiktok sediain fitur edit caption di video yang sudah di upload.. terus pin komentar jangan cuman di IPhone aja.. terima kasih 🙏🏻",Positif
Kak aku suka sih sama fitur² baru but kok jadi lag ya?,Positif
Aplikasi lumayan💗 Tapi kenapa kok gak bisa dapatin saldo ya?,Positif
"Kenapa setiap aku post video kena langgar terus😭 mohon dari pihak admin tiktok jangan gitulah,  akun aku i_am_wong75",Positif
Bagus sih selama pake tiktok gaada masalah sama sekali.. tarik uang juga lancar. Tapi kenapa sekarang gaada bonus koin nonton video sih agak kecewa😳,Positif
"Bagus banyak ilmu, selain itu aku juga suka buat quotes galau, haha pantau ya tiktokku embunrahmaa19🥰",Positif
aplikasi bagus tapi kok saya kan ada kouta tapi gak bisa dibuka tulisa tidak ada koneksi internet aplikasi. yang Lain juga gak bisa cuman YouTube sama playstore doang yang bisa tolong di perbaiki ya,Positif
"Aplikasi sangat bagus buat orang orang yang ingin berkreativitas sesuai apa yang mereka inginkan, seperti sekarang lagi ada masalah sama aplikasi , lapak ku yang kemaren rame tiba tiba jadi sepi 😥 sedih banget sih",Positif
Aplikasi yang bagus....keren sekali . yang belum download cepat download..,Positif
Min kok kalo mau tarik uang harus pake dana premium ya?,Positif
"Jelek Banget tapi bohong, yakali Jelek 😂",Positif
"sudah bagus kok, cuman kenapa ya? Saya sudah ngikutin banyak orang loh, pas mencet kata ""Mengikuti"" Kenapa gak muncul Video orang yang saya Ikutin? Tolong benarkan.",Positif
Kenapa makin lama ga bisa dapat koin? Padahal nonton sudah lama bgt,Negatif
Aplikasi sangat menghibur sekali hehe codeF9UDWRDK6PYVU,Positif
Mohon maaf ini kenapa kok gak bisa salin komentar ?,Positif
Sebener aplikasini bagus tapi sayang bagi pengguna coint yang diperoleh dari misi menonton video terlalu sedikit jadi kurang membuat pengguna lebih antusias menggunakan aplikasi ini karena coint yang didapatkan sangat sedikit dan di batasi perhari ha 30 menit tolong dong bisa lebih dinaikan hadiah...,Positif
"Sengaja dikasih bintang 4 dulu, soal bonus tugas undang pengguna baru saya tidak masuk, tolong kepada pihak tiktok agar memperbaiki bug dan masalah lain . Sekian terima kasih 😊",Positif
Aplikasi ini bisa menghasilkan uang ta dari tukarkan point yuk masukan referal F63PQPVCEPYZT biar kalian bisa menikmati point ..,Positif
Mengapa akun saya jarang fyp? Ini akun saya xyzbca722 Please fyp kan akun saya🗿🕶️🤏,Positif
Kenapa waktu lihat video sering lag padahal internet aman,Positif
"Aplikasi bagus tapi pendapatan/perolehan koin sering bug dan gak muncul, tolonglah admin diperbaiki lagi ya sistem thank you. kalo sudah diperbaiki aku kasih bintang 5.",Positif
Kenapa pas kirim link tiktok tidak bisa di buka apakah tiktok sedang rusak?,Positif
Durasi koin tonton tambahkan lagi. Biar sama sama menghasilkan,Positif
wah aplikasi bagus banget,Positif
Bagus cuman ngabisin paketan.,Positif
"Tolong dong tiktok saya gak bisa ganti akun dana ,padahal belum pernah ganti. Tapi jawaban telah melampaui batas pembaruan. Tolong dong pihak tiktok fitur ganti akun dana di buatkan.",Positif
Sangat bagus Tapi sayang cara narik pendapatana ha bisa lewat dana . Dan harus lengkap juga akun danan Tolong dong akun dana jangan dipersulit jika ingin membuat tiktok semakin ok Dan tolong tempat penarika jangan ha dana sudah itu ajah yang saya mau kasih tau makasih,Positif
"Saya beri bintang empat karna ada sedikit masalah, yaitu kalau saya komen dan membuat video kenapa tidak pernah beranda ya, terimahkasih.",Positif
Tidak ada lagi yang dapat ku undangan aku tidak pu teman,Positif
Kenapa gak bisa ngundang dan tarik saldo ya sama dapatkan koin,Positif
Aku turunin karna tiap hari follow hilang dan yang nonton makin ngak ada tiktokkan 24 mei🙏,Positif
"kesempurnaan milik tuhan , maaf bisa kasih bintang 4",Positif
Tolong bolehkan lagi penarikan menggunakan akun bank virtual saya mohon🙏🙏🙏🙏🙏🙏,Positif
Sangat suka aplikasi ini seru dan membuat banyak teman dari mana saja. Sayang aku gak bisa masukin kode padahal berharap banget 😭🙏🏼,Positif
"Maaf, saya masih pendatang baru, tapi buat saya, Tiktok pas banget buat jadi salah satu hiburan diwaktu luang, Terimakasih buat Tiktok,",Positif
aplikasi ini masih susah dipahami untuk mendapatkan koin/uang,Positif
Video jelek tapi bohong hayu,Positif
Wah aplikasi ini bagus bangat aku selalu tertawa hingga sakit perut kalau kalian tidak percaya download aja pasti kalian tertawa dan senang banget,Positif
Aplikasi jelek? Tapi bohong,Positif
Assalamualaikum..admin tiktok aku mohon kembalikan aku aku lagi beri lagi kesempatan.. apa salah aku cuma gara gara upload foto meninggal om aku. padahal cuma mau buat momen terakhir please kasih kesempatan lagi admin tiktok kembalikan akun aku😢😢,Positif
"video live gak bisa disimpan di beranda tiktok, upgrade biar bisa kesimpen diberanda dong",Positif
Keren banget aplikasi sangat bagus bisa menghasilakan uang dan sangat menghibur dengan video ...,Positif
"Daftar tugas harian tidak muncul lagi, koin tidak bertambah",Positif
"Alhamdulillah aplikasi ini membuat saya mengenal sesuatu yang baru. Tentu jika sesuatu digunakan untuk hal-hal yang baik, dia akan berdampak baik pula. Dan begitu sebalik. Teruslah membuat sesuatu yang menarik, lebih-lebih yang berbau edukasi",Positif
Gua sebagai penguna lama kecewa karna dah gak bisa ikut event tau gak bisa dapat duit hasil menonton jadi aku kasih bintang satu aja karna mengecewakan,Negatif
Aku kasih 3 saja dulu soal Aku Pernah pu Akun tiktok yang pertama dan di Blokir Permanen sepihak Saya cuma duet Dan berikan Edukasi Tentang Ketelanjangan dan pornografi yang selalu lewat Di Beranda dan Tidak Pantas di Pertontonkan,Positif
"Kok ditiktok saya gak ada point klik untuk tonton ya,cuma ada undang teman aja, tolong perbaikin dong please, sayang cuma nonton doang tapi point gak ada😭😭",Positif
"Aplikasi apakah ini??????????????????????????????????? Kok saya bingung pakai Di aplikasi ini aku lihat orang"" joget dengan lagu jedag jedug😂😂",Positif
"Bisa dapat informasi, berita, yang viral ,dll poko seru, kamu juga bisa memposting video loh",Positif
"pihak tiktok tolong beri kebijakan dong... kami para pengguna tiktok, sedang berusaha menarik point yang kami kumpulkan, namun gagal menarik.. tolong tanggapi komentar komentar kami di pusat bantuan aplikasi tiktok.",Positif
Hp baru emil baru tapi tidak bisa untuk dapatkan koin berulang kali saya riset ganti email tapi itu sama saja payah,Positif
"Coba aja siapa tau aplikasi ini membayar, yang ingin point tambahan gunakan kode undang di nama saya diatas biar oke bonus",Positif
Wes mantap pokok lanjut...,Positif
"Great aplikasi, tapi misi menonton harian saya tidak muncul. Bagaiman saya bisa mengikuti misi? Tolong dibantu, terima kasih.",Positif
"bagus, tapi kenapa saya kasih bintang 4 karena kadang suka lag",Positif
tiktok aplikasi yang bagus dapat menghibur kita sekian😘😘,Positif
"Masih dipantau, hadiah gak kaya dulu... kadang error",Positif
Kalian cepat uninstall aplikasi ini soal tiktok mau dihack sama anonymous,Positif
Halo tiktok saya baru saja menyelesaikan event mengundang pengguna baru tetapi kenapa hadiah yang saya dapat tidak bisa ditarik selalu penarikan gagal mohon dibantu saya sudah mengirimkan umpan balik di aplikasi tiktok tetapi tidak ada tanggapan di aplikasi mohon dibantu terima kasih,Positif
"Aplikasi sangat bagus,,,,, Cuman sayang video yang saya buat gak masuk ke beranda tiktok fyp,,,,,,,,,, Tolong dong kepada pihak tiktok supaya video di akun sugengrawuh54 supaya masuk kedalam beranda tiktok fyp,,,,,,,,,,,,, Nanti saya tambahkan bintang  kalo video buatan saya sudah fyp,,,,,,,... ",Positif
"Untuk lambang koin selalu hilang, tolong diperbaiki",Positif
Biasa tiap nonton Video dpt point sekarang gak ah kecewa .aku kasih 4 bintang aja,Positif
Saya suka aplikasi ini banyak event terutama undang teman saya suka tapi saya sudah undang teman baru tetapi teman saya gak bisa memasukan kode undangan saya padahal baru download mohon diperbanyak lagi event makasih.,Positif
"aplikasi bagus tapi, jangan ada shadow banned please 🥺, sudah itu aja😘",Positif
Kenapa oh kenapa logo koin susah banget muncul kenapa please tell me bagaimana cara untuk  koin selalu muncul 🥺🥺🙏,Positif
Aplikasi bagus kalo menoton di bayar tapi kenapa semakin lama semakin menurun pendapatan poin lama lama kalo bgitu terus yang baru install aplikasi ini bisa bisa uninstall aplikasi ini tolong kebijakan dari tiktok kenapa poin yang kita dapat semakin lama semakin menurun,Positif
BAGUS BANGET...,Positif
Kenapa fitur dapat point jika nonton video sudah tidak ada ya,Positif
Alhamdulillah aplikasi ini bisa membantu saya untuk mendapatkan saldo gratis tetapi saya kecewa dengan aplikasi ini tidak sesuai dengan ketaan kata invite 10 teman dapat bonus 300k tapi ta tidak dapat saya kecewa banget dengan aplikasi ini,Positif
"Saya suka banget aplikasi ini tapi, sering kali disini itu banyak video yang tidak seharus ditampilkan dan itu yang membuat saya agak tidak suka aplikasi ini semoga bermanfaat",Positif
Kasih bintang 4 dulu Karena pointku malah berkurang tiap hari. Bukan ditambah padahal aktif tiap hari... Dan banyak kode undangan GX bisa masuk ..,Positif
Puku kok gak ada misi lihat Video 30 menit sih?,Positif
Gunakan Rujukan F 9 K V 6 H L 9 X Y Y Q untuk dapatkan hadiah,Positif
Untuk tiktok kalo mau naik lagi aplikasi tolong diperbaiki masalah yang ada seperti penarikan juga undangan terus satu lagi masalah misi nonton yang jadi seperti lite lebih baik misi nonton seperti kemaren bukan yang lite jadi banyak orang yang kembali menggunakan tiktok,Positif
Bagus sih tapi saya bingung kan mau masukin kode ke hp teman eh kok kode saya dibilang penipuan ya? Ini gimana ya?,Positif
kirain bohongan eh terta terbukti membayar buruan masukan referall 👉GBZC9R9XMXYWY👈 Akan mendapatkan 100.000 point,Positif
Seru Buat hiburan buat tambah pengetahuan juga... Karna ada video tetang pengetahuan juga,Positif
Agak kesel sama aplikasi tiktok .. Dulu penghasilan 1 hari bisa 7 ribuan ..setiap hari selalu ada pengurangan hingga sekarang 1 hari cuma dapat seribuan bahkan 5 ratusan ..ngabisin kuota hampir 1 gb an nonton tiktok .. Tolong dong kalo gak niat kasih uang lebih baik tidak usah kasih koin,Negatif
Suka banget poko dengan aplikasi yang satu ini,Positif
aplikasi yang bisa membantu ketika nol rupiah,Positif
"Mohon kebijaksanaan, saya sudah berkali kali mencoba untuk memasukkan kode rujukan dan selalu tidak bisa ""tidak lulus konten penipuan"" padahal saya pengguna baru",Positif
Tolong kurangi iklan biar kasih bintang 5,Positif
Ada kan event lagi dong. Biar member pada semangat. Cari kerja susah. Apa lagi di jaman pandemi seperti sekarang ini.. tiktok go terus.. jangan sampai tenggelam,Positif
Akun tiktok saya tidak bisa siaran langsung di pc/mac karena fitur siaran di pc/mac tidak tersedia. mohon diperbaiki. Terima kasih.,Positif
"aplikasi  memang bagus tapi kenapa kok saya nonton video 30 menit cuman dapat 7000 koin doang beda sama temen"" aku yang nonton 30 menit dapat 250000 koin mohon pemberitahuan  dan pengertian ya semoga di jawab😊 terimakasih",Positif
Kenapa sekarang tidak dapat koin menonton video ?,Positif
bagus menemani masa gabut selama pandemi dirumah,Positif
Ke ganggu banget sama kotak kado itu sudah dipencet silang malah kepencet gitu,Positif
"Masukin kode  susah banget, terus point kembali ke kado hmmm.. kalo sudah normal kaya dulu lagi kasih bintang 5",Positif
Gunakan kode ini untuk dapat duit 10.000 GBPEEBLXNPYT8,Positif
Aplikasi jelek banget tapi bohong aplikasi bagus banget,Positif
Aku suka banget sama aplikasi ini kalian hraus install ya dan aplikasi ini juga bisa loh jadi hiburan buat kalian yang lagi gak move on atau sedih nah disini ada ayo buruan download,Positif
"Ok lah dapat lumayan Tapi, kok gak jalan"" Menit sudah ditonton lama malah gak jalan? Lagi error kah? Atau ada masalah aplikasi",Positif
Kenapa saya tidak bisa masukin kode ? Kata error,Positif
Assalamualaikum kenapa tiktok saya tidak bisa mengirim pesan kepada pengikut saya ya? Saya sudah ikuti dia balik tapi tetap tidak bisa mengirim pesan sementara tiktok saudara saya ada itu kenapa ya?,Positif
"Sudah bagus sih bisa ngehasilin uang cuma nonton video doang, tapi saya pu masalah yaitu tidak ada kolom untuk memasukkan kode TikTok,, Mohon di perbaiki bug  Yaa🙏🙏",Positif
"kenapa setiap kali melakukan penarikan selalu gagal. tolong dong, aku kasih bintang 4 dulu, kalo sudah berhasil melakukan penarikan akan aku kasih full bintang",Positif
Bagus sih kenapa saya nonton Video gak dapat point lagi kenapa yah,Positif
Semua sih keren tapi Tiktok Kok sepi Mulu capek ngedit video tolong kenapa,Positif
"Halo tiktok, kenapa saya tidak bisa perbarui tiktok saya ke versi terbaru? Selalu ""menginstal..."" terus. padahal saya sudah menghapus chace dan memori masih kosong, koneksi juga 4G dan stabil. Why tiktok?",Positif
"Bisa gak ya perbandingan koin jangan terlalu jauh ke rupiah, biar lebih cepat dapatin rupiah. Jadi saya kasih bintang 4 dulu ya, makasih 🙏🙂",Positif
Bang saya mau ta kenapa sekarang enggak ada duit😤,Positif
Cukup asik.. tapi koin tolong biar dapat duit yang nonton,Positif
Cara ngebales komentar orang walau kita bukan creator gimana dah🗿 sudah aku upgrade tetep gak bisa,Positif
aplikasi jelek,Negatif
aplikasi bagus,Positif
Bagus,Positif
Suka,Positif
Aplikasi jelek,Negatif
mantap,Positif
Kreaktif dan menghibur,Positif
Bagus😍,Positif
Mantap,Positif
Hmm Bagus aplikasi tiktok Good Joob,Positif
Suka,Positif
Mantap poko ,Positif
Terimakasih,Positif
Aku suka tiktok bagus,Positif
Bagus Banget,Positif
Bagus banget,Positif
Aplikasi yang bagus banget,Positif
Ok,Positif
SAYA suka Beautiful Place,Positif
Bagus,Positif
Saya suka aplikasi ini,Positif
Suka,Positif
seru banget  ya walaupun cuma lihat2 doang,Positif
Bagus aplikasi💗,Positif
terbaik,Positif
Good,Positif
Wah video jadi bagus,Positif
buruk,Negatif
terbaik,Positif
Mantap dan menghibur,Positif
Bagus banget,Positif
"aplikasi bagus, tapi bikin anak dibawah umur jadi goblok, tolong filter umur diperbagus, jangan rusak generasi bangsa dengan ini, banyak anak dibawah umur yang ngebet tenar dan bikin ilfeel, bangsat",Positif
Wow bagus bagus banget,Positif
harus pakai email,Negatif
menghibur,Positif
Terima kasih,Positif
Sangat menarik,Positif
Saya kelak menjadi salah seorang dari rumah dan apartemen yang mirip Dengan yang like to show the world of fitnes,Positif
Konyol,Negatif
rekomendasi banget,Positif
Aku suka,Positif
aplikasi untuk orang gabut,Positif
Bagus banget,Positif
Bagus,Positif
Sangat menghibur,Positif
Ini jelek banget lebih baik di like tapi bohong,Positif
Bagus,Positif
tiktok,Positif
Suka.,Positif
tiktok ini sangat bagus kalou kamu main tiktok jangan pake yang saru sara,Positif
Balikin Akun Bayu,Positif
I like,Positif
oke,Positif
rekomendasi banget,Positif
good,Positif
Halo nama saya rani saya suka sekali dengan aplikasi ini aplikasi ini bagus sekali,Positif
tiktok ini sangat keren kak,Positif
ini aplikasi jelek sumpah,Negatif
Keren,Positif
